기온분석
[검색조건]
자료구분 : 년
자료형태 : 기본
지역/지점 : 강릉
기간 : 1904~2022

년,지점,평균기온(℃),평균최저기온(℃),평균최고기온(℃)

	1911,105,,,
	1912,105,11.7,7.8,16.7
	1913,105,11.7,7.5,16.9
	1914,105,13.2,9.3,17.9
	1915,105,12.1,8.2,16.9
	1916,105,12.1,8.2,16.9
	1917,105,,6.9,16.5
	1918,105,11.3,7.1,16.4
	1919,105,11.6,7.2,16.9
	1920,105,11.8,7.7,16.7
	1921,105,11.7,7.5,16.6
	1922,105,12.3,7.9,17.3
	1923,105,11.7,7,16.6
	1924,105,11.7,7,17
	1925,105,11.4,6.9,16.4
	1926,105,11.4,6.7,16.6
	1927,105,11.9,7.1,17.2
	1928,105,11.6,7.7,17
	1929,105,12,7.8,17.6
	1930,105,12.4,8.5,17.6
	1931,105,11.2,7.1,16.4
	1932,105,11.7,7.8,17.1
	1933,105,11.6,7.7,16.7
	1934,105,11.4,7.2,16.9
	1935,105,12.2,8,17.8
	1936,105,11.2,6.9,16.8
	1937,105,12.3,8,17.7
	1938,105,12.2,8,17.8
	1939,105,12.5,8,18.2
	1940,105,12.2,7.4,17.8
	1941,105,11.9,7.4,17.3
	1942,105,12.7,8.1,17.9
	1943,105,12.5,8.1,17.4
	1944,105,12,7.9,16.8
	1945,105,11.3,7.2,16
	1946,105,12.3,8,16.9
	1947,105,10.5,6.3,15.3
	1948,105,12.3,8.1,17
	1949,105,12.1,8,16.7
	1950,105,,,
	1951,105,,,
	1952,105,12,7.9,16.9
	1953,105,12.4,8.7,17.1
	1954,105,12.3,8.8,16.5
	1955,105,12.8,8.8,17.6
	1956,105,11.3,7.4,15.9
	1957,105,11.5,7.8,16.1
	1958,105,12.2,8.2,16.9
	1959,105,13.3,9.2,17.8
	1960,105,13,9.2,17.6
	1961,105,13.6,9.3,18.1
	1962,105,12.7,8.4,17.2
	1963,105,11.6,7.6,16.2
	1964,105,12,8.3,16.2
	1965,105,12.2,8,16.9
	1966,105,12.2,8.2,16.8
	1967,105,12.4,8.5,16.9
	1968,105,12.2,8,16.8
	1969,105,12.1,8,16.4
	1970,105,12.1,8.2,16.6
	1971,105,12.3,8.5,16.7
	1972,105,12.6,8.7,17.2
	1973,105,12.9,9,17.3
	1974,105,11.6,7.8,16
	1975,105,12.7,9,16.8
	1976,105,12.4,8.3,16.8
	1977,105,12.6,8.6,17.3
	1978,105,13.5,9.4,18.3
	1979,105,13.6,9.4,18.3
	1980,105,12.1,8,16.8
	1981,105,12,7.9,16.7
	1982,105,13.1,8.9,17.7
	1983,105,12.6,8.7,17.2
	1984,105,11.9,8.1,16.4
	1985,105,12.7,8.8,17.1
	1986,105,11.6,7.7,16.1
	1987,105,13.2,9.2,17.7
	1988,105,12.8,8.9,17.3
	1989,105,13.4,9.6,17.8
	1990,105,13.6,10,17.8
	1991,105,13,9,17.5
	1992,105,13.2,9.2,17.5
	1993,105,12.3,8.4,16.4
	1994,105,14.1,9.9,18.6
	1995,105,13.1,8.8,17.8
	1996,105,12.5,8.4,17
	1997,105,13.5,9.3,18
	1998,105,14.1,10.1,18.3
	1999,105,13.9,10,18.1
	2000,105,13.5,9.3,18.4
	2001,105,13.4,9.4,18.2
	2002,105,13.2,9.3,17.4
	2003,105,12.7,9.2,16.6
	2004,105,14.1,10.2,18.4
	2005,105,12.9,9.1,17.2
	2006,105,13.1,9.5,17.3
	2007,105,13.9,10.2,18
	2008,105,14,10.4,18.1
	2009,105,13.4,9.6,17.6
	2010,105,13,9.1,17.3
	2011,105,12.6,9,16.8
	2012,105,12.6,9,16.8
	2013,105,13.6,9.8,17.9
	2014,105,13.8,9.9,17.9
	2015,105,13.9,10,18.2
	2016,105,13.8,10,18.1
	2017,105,13.9,9.9,18.3
	2018,105,13.7,9.8,18
	2019,105,14.7,10.7,19.4
	2020,105,14.3,10.4,18.6
	2021,105,14.6,10.5,19.2
	2022,105,,,
	

